S0,T,K,r,var,Swap_Prices
88.60321299754538,0.2290220630326982,0.2290220630326982,0.26132654504838154,183.82894229942391,14.483783236407966
102.91233483884946,0.8190403376340387,0.8190403376340387,0.5538276180787901,66.04710326610876,10.805486478870492
89.35790278681122,0.41150095352214167,0.41150095352214167,0.6467203144091004,120.25672595000403,12.411560571003161
91.26035336949981,0.4384936857011039,0.4384936857011039,0.5981010104254856,111.86318358672393,12.07919052785619
115.07130003782666,0.9831876661334855,0.9831876661334855,0.2803219481911705,48.26621955538778,9.985744797807284
113.13138040696487,0.6263231991444217,0.6263231991444217,0.1026269128228241,96.69057084421847,12.070702848618524
99.04788442640228,0.6549712181675581,0.6549712181675581,0.1708963770714178,80.89256123991053,11.13945305995341
85.28918179877795,0.6651766004633719,0.6651766004633719,0.47939632538139976,103.48542896016038,12.680479066456183
111.95303375705964,0.8114199058311627,0.8114199058311627,0.47477083179042623,72.23989781922215,11.271483004081452
118.13816317143237,0.5062220628761817,0.5062220628761817,0.3370965998267007,127.43502371352781,13.219133468696848
85.78322081505752,0.216608336829074,0.216608336829074,0.6634674291028791,175.66299846884442,14.08874622461975
103.1274965034896,0.7510197889461155,0.7510197889461155,0.17391568035017874,82.08659622003621,11.703743614053982
118.61454820290317,0.44716054270062344,0.44716054270062344,0.1476135295927349,143.01314019420153,13.704877976365516
86.63967704356375,0.11188078660923624,0.11188078660923624,0.6172594300580467,209.03458311074823,14.790405574014347
85.12212529619713,0.26954221502910564,0.26954221502910564,0.5039067947993341,155.31381824221017,13.48080257506072
83.71440359145731,0.42831133403269916,0.42831133403269916,0.6893443037594692,133.44634771826625,13.17540773638441
114.58709559629253,0.6594641977793618,0.6594641977793618,0.5849544434949632,91.66372928194225,11.878914400620392
104.81709513136494,0.8025970479751334,0.8025970479751334,0.35325071866657165,66.75261853427426,10.789250250117943
97.67513277118803,0.47378167895325385,0.47378167895325385,0.4676922226524376,120.61402955104637,12.70786704439605
111.31707452368978,0.36367720267451287,0.36367720267451287,0.5059408445754916,155.39856425526708,13.8911807552469
100.5567707052848,0.6498391823241662,0.6498391823241662,0.7474946685414461,85.33848442680423,11.448765369340238
109.83299403539911,0.6640979967397417,0.6640979967397417,0.11120989385708768,103.37663438229868,12.665979143263863
109.60143971352112,0.7491219813927578,0.7491219813927578,0.2357298712869922,66.31936565805223,10.512648950232844
118.3974293567021,0.19502502369889088,0.19502502369889088,0.560751031186806,133.94903204345587,12.167303958521806
103.10123145876804,0.7844321639180429,0.7844321639180429,0.4983341676384234,75.5173469575707,11.396636994394377
91.91488197192787,0.7252094382413837,0.7252094382413837,0.11874418083029104,68.26200506000568,10.557389560126353
112.63186081138684,0.17539379637185026,0.17539379637185026,0.39609467194192105,147.3164064343775,12.684653871540684
118.4305497522356,0.9675730295694351,0.9675730295694351,0.7624967812656033,52.13943913520695,10.308235935417661
81.60172002326283,0.10007619503264874,0.10007619503264874,0.4252893188925424,150.1551844953723,12.507562616656505
95.66404165959905,0.7466596727798523,0.7466596727798523,0.7822768091263554,81.68426379473168,11.64588152912822
84.9902926728715,0.5891673514853452,0.5891673514853452,0.7126791914699336,86.84743485257442,11.246885954716529
82.49901004291277,0.18908188511291074,0.18908188511291074,0.1889564028971314,144.4332237580568,12.679504153352802
94.84557072284726,0.9606298496154204,0.9606298496154204,0.262333990285462,60.31399325326501,11.041309672337949
82.45891119650567,0.5569983693926969,0.5569983693926969,0.3278575772755574,87.99235637330379,11.182063869160743
95.01662978518448,0.711819492357012,0.711819492357012,0.6254075954312507,74.75759539081393,10.974733867680776
87.83910404910452,0.5703066555454409,0.5703066555454409,0.10367600391862258,83.48108728655987,10.964946465156826
89.28488855305498,0.7152069206369414,0.7152069206369414,0.6243976844667826,69.1628484103454,10.56318905884835
84.48000193085275,0.2959547595010537,0.2959547595010537,0.18920053600018516,160.6095033014603,13.792678031364352
102.99510099715462,0.1793935071811735,0.1793935071811735,0.24410314197795036,153.25868843227204,12.943274535113384
96.82330950710832,0.9351704446793737,0.9351704446793737,0.10507000282003653,52.6424414624395,10.179326124823135
108.0320405265194,0.9039981704071938,0.9039981704071938,0.3680113752410188,66.40323585775435,11.296682296865217
96.44307973551321,0.9109867066000262,0.9109867066000262,0.2895186098111391,69.61347799025907,11.599861661794288
93.35724018105583,0.8630239687462884,0.8630239687462884,0.45672807784344904,61.138976089553935,10.61722814186286
100.6753187046944,0.7567857471680912,0.7567857471680912,0.29800561975851386,93.5910978463265,12.5419340702848
106.139373078147,0.15321589385485584,0.15321589385485584,0.7262930071906121,179.86514023539536,13.980671900485643
